300	67.38256029	67.61066404
300.1	67.38289484	67.50449495
300.2	67.38322871	67.35072155
300.3	67.38356192	67.42740853
300.4	67.38389446	67.42562103
300.5	67.38422634	67.36677095
300.6	67.38455756	67.33821239
300.7	67.38488811	67.24444524
300.8	67.38521801	67.28250324
300.9	67.38554724	67.29879528
301	67.38587582	67.43298603
301.1	67.38620374	67.51120082
301.2	67.386531	67.53342524
301.3	67.38685762	67.38222605
301.4	67.38718357	67.5144512
301.5	67.38750888	67.4699276
301.6	67.38783354	67.46980047
301.7	67.38815755	67.51337875
301.8	67.38848091	67.44967608
301.9	67.38880362	67.45372652
302	67.3891257	67.43605087
302.1	67.38944712	67.34135151
302.2	67.38976791	67.24612373
302.3	67.39008805	67.26233967
302.4	67.39040756	67.24278448
302.5	67.39072642	67.21642548
302.6	67.39104465	67.1611342
302.7	67.39136224	67.18820495
302.8	67.3916792	67.23042664
302.9	67.39199553	67.41165789
303	67.39231122	67.50108502
303.1	67.39262628	67.44662504
303.2	67.39294072	67.37480926
303.3	67.39325452	67.42586831
303.4	67.3935677	67.3219275
303.5	67.39388025	67.29242251
303.6	67.39419218	67.33375996
303.7	67.39450348	67.42792519
303.8	67.39481416	67.39027368
303.9	67.39512423	67.42266137
304	67.39543367	67.40606461
304.1	67.39574249	67.41196375
304.2	67.3960507	67.42673087
304.3	67.39635829	67.34160297
304.4	67.39666526	67.49708126
304.5	67.39697163	67.48972468
304.6	67.39727738	67.55925937
304.7	67.39758252	67.43915886
304.8	67.39788705	67.34178696
304.9	67.39819097	67.53861993
305	67.39849429	67.58999868
305.1	67.39879699	67.40675526
305.2	67.3990991	67.41546018
305.3	67.3994006	67.44432096
305.4	67.3997015	67.49218364
305.5	67.40000179	67.43568636
305.6	67.40030149	67.34980076
305.7	67.40060059	67.31549546
305.8	67.40089909	67.31983534
305.9	67.40119699	67.32016937
306	67.4014943	67.33179291
306.1	67.40179101	67.33628046
306.2	67.40208714	67.33649877
306.3	67.40238267	67.28580181
306.4	67.40267761	67.29693337
306.5	67.40297196	67.21409997
306.6	67.40326572	67.17399202
306.7	67.40355889	67.20240421
306.8	67.40385148	67.26390476
306.9	67.40414349	67.46331871
307	67.40443491	67.52791875
307.1	67.40472575	67.53719096
307.2	67.40501601	67.61034935
307.3	67.40530569	67.61417905
307.4	67.40559478	67.55767401
307.5	67.40588331	67.51298588
307.6	67.40617125	67.52689394
307.7	67.40645862	67.5035973
307.8	67.40674542	67.43226947
307.9	67.40703164	67.50817285
308	67.40731729	67.48820158
308.1	67.40760237	67.39978643
308.2	67.40788688	67.39746367
308.3	67.40817082	67.46643939
308.4	67.4084542	67.63004917
308.5	67.40873701	67.49019161
308.6	67.40901925	67.52016633
308.7	67.40930093	67.5520138
308.8	67.40958205	67.54458701
308.9	67.4098626	67.39078932
309	67.4101426	67.44754291
309.1	67.41042203	67.46328998
309.2	67.41070091	67.46474987
309.3	67.41097923	67.34646239
309.4	67.41125699	67.30310967
309.5	67.4115342	67.36143008
309.6	67.41181086	67.28294697
309.7	67.41208696	67.30939243
309.8	67.41236251	67.21751206
309.9	67.41263751	67.24927154
310	67.41291196	67.29057175
310.1	67.41318586	67.22061111
310.2	67.41345922	67.13345125
310.3	67.41373203	67.16758756
310.4	67.41400429	67.22258594
310.5	67.41427601	67.21604448
