0	0	500	
1.27E-08	1.54E-18	500	
7.64E-08	3.33E-16	500	
3.95E-07	4.59E-14	500	
1.99E-06	5.84E-12	500	
9.95E-06	7.33E-10	500	
4.98E-05	9.17E-08	500	
0.000248775	1.14E-05	500	
0.001243887	0.001411226	500	
0.005675156	0.126441734	500	
0.014247888	1.772710397	500	
0.026548569	9.475849707	500	
0.042322151	29.33536673	500	
0.060421539	61.23808799	500	
0.081714161	101.010348	500	
0.103003184	135.7428428	500	
0.126831143	167.2693954	500	
0.16256347	206.6029968	500	
0.192714475	236.9179665	500	
0.227958187	269.2879542	500	
0.273968272	305.4784013	500	
0.317789164	334.4926981	500	
0.383996307	370.3955527	500	
0.453943063	399.9017993	500	
0.527668732	423.7622862	500	
0.612984658	444.3602154	500	
0.661233469	453.4545386	500	
0.70948228	461.0283641	500	
0.777990971	469.7415454	500	
0.858067977	477.4969349	500	
0.938144983	483.2944443	500	
1.007209994	487.0552573	500	
1.070313491	489.7189028	500	
1.135421253	491.9068588	500	
1.200529015	493.6356037	500	
1.275005628	495.1618299	500	
1.370565761	496.5875414	500	
1.416680484	497.1077199	500	
1.462795206	497.5921729	500	
1.526669675	498.0928659	500	
1.626135965	498.6404432	500	
1.678743329	498.9180845	500	
1.731350693	499.1045117	500	
1.845286589	499.4237002	500	
1.906280538	499.5361523	500	
1.967274486	499.6264095	500	
2.063346249	499.7395803	500	
2.125370426	499.7872963	500	
2.187394603	499.8317069	500	
2.273620993	499.870971	500	
2.350805469	499.9045839	500	
2.427989945	499.9600845	500	
2.493076608	499.9783882	500	
2.547445998	499.9553878	500	
2.613008766	499.9658254	500	
2.737297154	500.021744	500	
2.79108973	499.9794876	500	
2.844882306	499.985246	500	
3.013099993	499.9241793	500	
3.060071584	500.0105916	500	
3.107043175	499.9961009	500	
3.185230488	500.0076391	500	
3.2634178	500.0310669	500	
3.336287071	500.0284511	500	
3.396997868	499.9948403	500	
3.457708665	499.9950994	500	
3.530492903	499.9931962	500	
3.625374726	499.9663201	500	
3.674658131	499.9934325	500	
3.723941535	500.0015537	500	
3.802103243	500.0028422	500	
3.879086462	499.9984135	500	
3.956069681	499.9783549	500	
4.027811606	499.9604403	500	
4.089606943	499.991201	500	
4.156871679	500.0008851	500	
4.245178979	500.0440066	500	
4.297890528	499.9940637	500	
4.350602076	499.9999154	500	
4.465751041	499.9865423	500	
4.525836608	499.995015	500	
4.585922176	499.999172	500	
4.685064994	499.9982116	500	
4.747898217	500.0038232	500	
4.81073144	500.0024207	500	
4.896489791	500.0091804	500	
4.972145544	500.0038823	500	
5.047801297	499.9741357	500	
5.113090827	499.9712636	500	
5.169092381	499.9992203	500	
5.236589366	499.9996413	500	
5.347782109	500.0010723	500	
5.409704583	500.0047274	500	
5.471627056	500.0020657	500	
5.558002013	500.0068821	500	
5.626242542	499.9992212	500	
5.69448307	499.9932906	500	
5.772377591	499.9782185	500	
5.850371007	499.9602063	500	
5.927923125	499.9886142	500	
5.975348185	499.9706953	500	
6.022773244	500.0051324	500	
6.087415302	499.9995974	500	
6.189103199	499.9568916	500	
6.240542134	500.0083717	500	
6.29198107	499.9999824	500	
6.395359044	500.0123314	500	
6.456724925	500.0064189	500	
6.518090806	500.0014656	500	
6.611251353	500.0025035	500	
6.673465901	499.9961202	500	
6.735680449	499.9977496	500	
6.820834733	499.9917801	500	
6.898645466	499.9950997	500	
6.9764562	500.0319606	500	
7.040529149	500.0312515	500	
7.093655139	499.9984841	500	
7.159650572	500.0004601	500	
7.273899473	500.0461401	500	
7.32567542	499.9930336	500	
7.377451367	499.9998837	500	
7.496151483	499.9720332	500	
7.55007804	500.0023017	500	
7.604004597	500.0000233	500	
7.747886577	500.0144865	500	
7.806206744	500.00286	500	
7.864526911	500.0002604	500	
7.976499675	500.0013029	500	
8.040372319	499.9966797	500	
8.104244962	499.9974635	500	
8.192135699	499.9884952	500	
8.265781209	499.9958145	500	
8.339426719	500.0214946	500	
8.405141967	500.0253387	500	
8.463220008	500.0024976	500	
8.532359296	500.0004868	500	
8.614743758	499.9939709	500	
8.69712822	499.9598911	500	
8.768853457	499.9484816	500	
8.829574801	499.9958207	500	
8.914112637	500.027571	500	
8.965820265	499.9910693	500	
9.017527894	500.000393	500	
9.107684539	499.9973127	500	
9.179496269	499.9902144	500	
9.251307998	499.9856744	500	
9.328737991	499.9816171	500	
9.386231103	500.0007972	500	
9.443724215	500.0002568	500	
9.54238327	500.003596	500	
9.658490464	500.0927142	500	
9.704670876	500.0149747	500	
9.750851288	499.9910464	500	
9.813970285	499.9978685	500	
9.909942044	500.003727	500	
9.964577474	499.9985578	500	
10.0192129	500.000008	500	
10.14670065	499.9985382	500	
10.22372283	499.9929107	500	
10.30074501	499.9834955	500	
10.38468913	499.9635475	500	
10.43351262	499.9901099	500	
10.48233611	500.0030392	500	
10.55529708	500.0022414	500	
10.63049828	499.9973469	500	
10.70569947	499.9840664	500	
