0	0
3.16E-30	9.35E-73
0.000200951	1.13E-12
0.001205705	2.43E-10
0.006229478	3.35E-08
0.031348343	4.22E-06
0.156942664	0.000502524
0.362316753	0.005656985
0.663139313	0.03030421
1.08395392	0.108540269
1.630205938	0.280833468
2.230205938	0.521736056
2.830205938	0.758826878
3.430205938	0.945749105
4.030205938	1.061056284
4.630205938	1.106992184
5.230205938	1.101317394
5.830205938	1.067479313
6.430205938	1.026661466
7.030205938	0.993280186
7.630205938	0.973904349
8.230205938	0.968625113
8.830205938	0.973595695
9.430205938	0.983625807
10.03020594	0.994122304
10.63020594	1.002111796
11.23020594	1.006427211
11.83020594	1.007332325
12.43020594	1.005903196
13.03020594	1.003427586
13.63020594	1.000977744
14.23020594	0.999205216
14.83020594	0.998327688
15.43020594	0.998237594
16.03020594	0.998656436
16.63020594	0.999275689
17.23020594	0.999851517
17.83020594	1.000245592
18.43020594	1.000421762
19.03020594	1.000416472
19.63020594	1.000301009
20.23020594	1.000148891
20.83020594	1.000015211
21.43020594	0.999928884
22.03020594	0.99989494
22.63020594	0.99990236
23.23020594	0.999933225
23.83020594	0.999970196
24.43020594	1.000000965
25.03020594	1.00001963
25.63020594	1.000025823
26.23020594	1.000022676
26.83020594	1.000014632
27.43020594	1.000005742
28.03020594	0.999998728
28.63020594	0.999994756
29.23020594	0.999993726
29.83020594	0.999994782
30	0.999995308
